id,tweets_en,searchQuery,negative,neutral,positive,polarity,subjectivity
1720266274700403081,"French Defense Minister Sebastien Lecornu said the ship sent to Gaza could be converted into a ""Hospital Ship"".

In addition, France, which is also one of the 140 countries supporting the ceasefire, has sent medical aid to the Gaza Strip before.",Gaza,0.04692946746945381,0.8656612634658813,0.08740923553705215,0.08333333333333333,0.08333333333333333
1719276638695792776,"He tweeted this mocking kids in Gaza, and now God took your life. Rest in piss you cunt.",Gaza,0.9738727807998657,0.02381245233118534,0.002314824378117919,0.0,0.0
1720042989756486027,"“Innocent Palestinian civilians” in Gaza celebrating Hamas' massacre on October 7th. 

For some reason I haven't seen such celebrations there during the past few days... What could possibly be the reason?🤔",Gaza,0.7701005339622498,0.2123892903327942,0.017510198056697845,0.009999999999999998,0.009999999999999998
1719822081439711680,"Let's Not Be Blind to Palestinian Suffering 🕊️

The massacre in Khan Yunis, #Gaza, reveals a devastating truth - children are its first victims. Can the government not see the suffering of Palestinians and they are humans too, and their pain is just as real?

Let's open our hearts and minds to the plight of innocent lives in #Palestine. Together, we can help end the suffering and work towards a brighter, more peaceful future.

🙏 #StandWithPalestine #HumanityForGaza",Gaza,0.4530852138996124,0.42951101064682007,0.11740376055240631,0.022222222222222216,0.022222222222222216
1720024940445856083,"Gaza: Attacks on hospitals & schools have taken a devastating toll on children.

@UNICEF calls for an immediate humanitarian ceasefire and for unrestricted humanitarian access to allow aid to reach children & families. unicef.org/emergencies/child…",Gaza,0.6680853962898254,0.3066744804382324,0.025240151211619377,-1.0,-1.0
1718490503384289334,"this is so toothless. journalists are being killed in Gaza. you are a nobel peace prize awardee. the journalists stood up for you then, you stand up for them now.

you either stand w genocide or you stand w palestine. let's hold the line. it's our name.",Gaza,0.8517405390739441,0.139023557305336,0.009235861711204052,-0.2,-0.2
1720318740632629287,@SecBlinken that is NOT Gaza. “Pause” will not work,Gaza,0.8918657898902893,0.09980417788028717,0.008329998701810837,0.0,0.0
1719314479836500454,"“They killed one, and a thousand will come in his place... and we raise him to free her, not to live...”

#Gaza
#Gaza_under_attack",Gaza,0.7754466533660889,0.2123361974954605,0.012217126786708832,0.11212121212121212,0.11212121212121212
1720095952340721751,"🚨🇮🇱 Israel has now dropped the equivalent of TWO NUCLEAR BOMBS on Gaza.

All the while, the “international community” is SILENT!",Gaza,0.8692139387130737,0.12098728865385056,0.00979882013052702,0.0,0.0
1720118170072109492,"“What I realized is that we are so alone.”

Our colleague shares her message from Gaza.

UNICEF is calling for an immediate humanitarian ceasefire, unrestricted humanitarian access and immediate and safe release of all abducted children.",Gaza,0.2863299548625946,0.6079317927360535,0.10573827475309372,0.5,0.5
1720178933130305654,"The reactionary press wanted to make it believe that the government was blocking aid to the population of #Acapulco. Like #Israel in #Gaza, then.
But nothing to do with it: #4T is humanist, not Nazi like @netanyahu.",Gaza,0.6375408172607422,0.3440961539745331,0.018362976610660553,0.0,0.0
1720318740162896152,"The continues Genocide in Gaza city doesn't come to its end even soon, rather escalates while #Israel ignoring all calls for ceasefire! 

For those innocent children, raise your voice ENOUGH, STOP BLOODSHED! 

#Trump #CeasefireForGazaNOW #Zionist #GazaGenocide #PALESTINE #Islam",Gaza,0.9406415820121765,0.05589117854833603,0.0034671572502702475,0.25,0.25
1717877445007716401,"“Tell me that you're still alive, Mom!”
A Palestinian #child cries for her mother, who was martyred in the ongoing #Israeli occupation airstrikes on Gaza strip.

“Say that you are alive!” A Palestinian little girl cries for her mother, who was martyred in the ongoing Israeli occupation air strikes on the Gaza Strip.

#Gaza_under_attack
#Palestine
#Israeliwarcrimes",Gaza,0.7828986048698425,0.20331059396266937,0.013790866360068321,0.020833333333333332,0.020833333333333332
1717944784315117647,"A couple of hours ago, all internet and cell phone communications were suddenly cut in Gaza. No one can be reached. This coincided with what some people (w/ sat phones) are saying is some of the heaviest bombardment yet. The killing and destruction will now happen in the dark.",Gaza,0.9379391670227051,0.05866873636841774,0.0033921748399734497,-0.075,-0.075
1720156160144146585,"After watching the raw footage of Hamas´s 7th October terrorist attack, including the constant cries of ""Allahu Akbar"" (not least while cutting a young man's head off with a shovel) I'm not sure I ever want to hear those words screamed on British streets ever again.",Hamas,0.9629913568496704,0.03459186106920242,0.0024167809169739485,-0.11868131868131869,-0.11868131868131869
1719928435986842004,"Calls for murder, glorification of jihad, threats of attacks.... The apology for terrorism is reaching its peak in France.

Thank you @JLMelenchon and LFI for breaking national unity on such a sensitive subject after the Hamas terrorist attack.
😡
lefigaro.fr/actualite-france…",Hamas,0.8348631262779236,0.14909406006336212,0.016042767092585564,-0.022222222222222216,-0.022222222222222216
1720219209630662728,🚨🇮🇱 Ben Shapiro believes this Palestinian child is a “Hamas terrorist!”,Hamas,0.8495804667472839,0.1423095315694809,0.008110074326395988,0.0,0.0
1719879476312469544,"🇰🇵🇮🇱 Kim Jong in has reportedly instructed North Korean government officials to provide support to Palestine, including potential weapons shipments to Hamas.

🚨 North Korea does NOT recognize a state of Israel.",Hamas,0.6259515285491943,0.3591257333755493,0.014922731555998325,0.0,0.0
1720318747708146030,"If Taiwan invaded China and slaughtered 1400 people (1000 civilians) of all ages and took hostages, China’s response wouldn’t be anywhere near as restrained as Israel is right now after Hamas’ October 7th Massacre.

#FreeGazaFromHamas",Hamas,0.840076208114624,0.1535893827676773,0.006334400735795498,0.19285714285714284,0.19285714285714284
1720244608486064391,The same group that defends Hamas also silently celebrated (some not so much) the invasion of Ukraine. They are collaborators.,Hamas,0.8777487277984619,0.11584523320198059,0.006406059954315424,0.18333333333333335,0.18333333333333335
1720104826304962889,"Hamas does not want to defend Palestine, it wants to destroy Israel. Hamas is not fighting for a land, even less for a people, it wants to establish the Islamic caliphate.

Hamas is not a national liberation movement! Not a revolutionary league! Not a group of resistance fighters! But an Islamic group, a jihadist militia aimed at the eradication of Jews from Israel and the fall of the Western world, they call the Crusaders.",Hamas,0.8992859125137329,0.09525018185377121,0.0054639349691569805,0.04479166666666667,0.04479166666666667
1720295899052597358,"Young women in New York City taking down posters of Israeli civilians kidnapped by Hamas.

The woman recording is having none of it 

🇺🇸🇮🇱",Hamas,0.6216318011283875,0.335702508687973,0.04266570135951042,0.026936026936026924,0.026936026936026924
1720156814426202178,"⚡️Unique footage of a Hamas man running up to a moving 🇮🇱Merkava Mk4M and placing a demolition charge on it, after which he runs away and an explosion occurs.

After an explosion, a tandem shot from an RPG-7 is added to the tank, which was rolling alone without infantry escort.",Hamas,0.44018125534057617,0.529731810092926,0.030086882412433624,0.0,0.0
1720208392499707960,"💔🇵🇸 Another innocent girl KILLED BY ISRAEL.

🚨🇮🇱 But the media will tell you Israel is just “targeting Hamas.”",Hamas,0.9290804862976074,0.06655700504779816,0.004362509585916996,0.15,0.15
1719670830483865693,"If you say that you don't understand the moral difference between:

(1) Hamas murdering babies, raping women and killing them, beheading men, and kidnapping hundreds; and

(2) Israel telling civilians to leave, killing Hamas members, and hitting civilians because Hamas keeps them there...

I don't believe you. You understand the difference. You're lying.",Hamas,0.9537505507469177,0.04319138824939728,0.0030581096652895212,0.0,0.0
1720318745204105491,"Hamas and Israel should both be tried for war crimes and such other countries and people, those who don't follow the norms in international warfare should be tried for war crimes otherwise this killing of world population will not stop",Hamas,0.9484755396842957,0.04928328096866608,0.002241169335320592,-0.041666666666666664,-0.041666666666666664
1719987841847919096,"Hamas announced its conditions for the ceasefire:

1- Permanent lifting of the blockade of Gaza by land, sea and air, opening of all gates within 24 hours, opening of airports and ports.

2- Release of 58 Palestinian children.

Release of 3-285 female prisoners.

4-Hamas members 3,000

5- 2,980 Fatah members, especially Mervan Barghouti

6- 380 members of the Popular Front

7- 288 members of the Democratic Front

8- Release of 2,700 prisoners of Islamic Jihad

9- Release of Jordanian, Lebanese, Syrian, Egyptian: Muslim, Christian, Shiite, Sunni, Druze, Armenian, Bosnian, Kurdish and Circassian prisoners arrested for supporting the Palestinian cause.

10- A committee consisting of international and Palestinians ensures the supervision of prisons.

11- Return of Palestine's confiscated funds worth 650 Million USD.

12- Stopping the attacks against Masjid al-Aqsa.

13- Preventing invading settlers.

14- Meticulously rebuilding everything that Israel destroyed in Gaza, starting from October 7.",Hamas,0.19946222007274628,0.7751080393791199,0.025429794564843178,0.14375,0.14375
1720318744696930571,"It's good if you don't support the Zionists, it means your brain is still right. Study properly. You yourself look for data from the Zionists themselves, you also look at it through the eyes of Hamas and the Palestinians. There is no smoke if there is no fire. I also don't eat from them, wow, I'm an intellectual person. Hehe, I'm cosplaying as you",Hamas,0.2641086280345917,0.4989386200904846,0.2369527816772461,0.27714285714285714,0.27714285714285714
